city_ascii,lat,lng,country
Kennewick,46.1979,-119.1732, United States
Kremenchuk,49.0835,33.4296,Ukraine
Maradi,13.4916,7.0964,Niger
Ploiesti,44.9469,26.0365,Romania
Nakhon Si Thammarat,8.4,99.97,Thailand
Hetauda,27.4167,85.0334,Nepal
Evansville,37.9881,-87.5341, United States
Saidpur,25.8004,89,Bangladesh
Paradise,36.0807,-115.1369, United States
Al Fallujah,33.3477,43.7773,Iraq
Xiulin,29.7004,112.4,China
Ngaoundere,7.3204,13.58,Cameroon
Debrecen,47.5305,21.63,Hungary
Osnabruck,52.2804,8.05,Germany
Nashua,42.7491,-71.491, United States
North Hempstead,40.7912,-73.6688, United States
Syktyvkar,61.66,50.82,Russia
Zhangye,38.93,100.45,China
Ilheus,-14.78,-39.05,Brazil
Santarem,-2.4333,-54.7,Brazil
Zinder,13.8,8.9833,Niger
Nukus,42.47,59.615,Uzbekistan
Magdeburg,52.1304,11.62,Germany
Tlemcen,34.8904,-1.32,Algeria
Noginsk,55.8704,38.48,Russia
Noginsk,64.4833,91.2333,Russia
Arlington,38.8786,-77.1011, United States
Nawabshah,26.2454,68.4,Pakistan
Bharatpur,27.2504,77.5,India
Uitenhage,-33.7596,25.39,South Africa
Beipiao,41.81,120.76,China
Errachidia,31.9404,-4.45,Morocco
Petropavl,54.88,69.22,Kazakhstan
Miri,4.3999,113.9845,Malaysia
Brownsville,25.998,-97.4565, United States
Iquique,-20.25,-70.13,Chile
Hyesan,41.3927,128.1927,"Korea, North"
Puducherry,11.935,79.83,India
Quillacollo,-17.4,-66.28,Bolivia
Staryy Oskol,51.3004,37.84,Russia
Liaocheng,36.4304,115.97,China
Gusau,12.1704,6.66,Nigeria
Tanjungpinang,0.9168,104.4714,Indonesia
Chon Buri,13.4004,101,Thailand
Chuncheon,37.8747,127.7342,South Korea
Monywa,22.105,95.15,Burma
Sabzevar,36.22,57.63,Iran
Groznyy,43.3187,45.6987,Russia
Kolpino,59.73,30.65,Russia
Sikasso,11.3204,-5.68,Mali
Mubi,10.2703,13.27,Nigeria
Novi Sad,45.2504,19.8499,Serbia
Juazeiro do Norte,-7.21,-39.32,Brazil
Nyanza,-2.3496,29.74,Rwanda
Skikda,36.8804,6.9,Algeria
Karnal,29.6804,76.97,India
Bac Lieu,9.2804,105.72,Vietnam
Minamiozuma,36.2404,137.97,Japan
Tanga,-5.07,39.09,Tanzania
Cidade de Nacala,-14.5186,40.715,Mozambique
Vitoria-Gasteiz,42.85,-2.67,Spain
Nagercoil,8.1804,77.43,India
Haeju,38.0394,125.7144,"Korea, North"
Adiyaman,37.7704,38.2799,Turkey
Okara,30.8104,73.45,Pakistan
Narayanganj,23.6204,90.5,Bangladesh
Colima,19.23,-103.72,Mexico
Appleton,44.2774,-88.3894, United States
Hancheng,35.4704,110.43,China
`Ar`ar,30.99,41.0207,Saudi Arabia
Itabuna,-14.7896,-39.28,Brazil
Banja Luka,44.7804,17.18,Bosnia And Herzegovina
Gueckedou,8.554,-10.151,Guinea
Neyshabur,36.22,58.82,Iran
Amol,36.4713,52.3633,Iran
Tapachula,14.9,-92.27,Mexico
Formosa,-26.1728,-58.1828,Argentina
Gulfport,30.4271,-89.0703, United States
Shakhty,47.7204,40.27,Russia
Blagoveshchensk,50.2666,127.5333,Russia
Cordoba,18.9204,-96.92,Mexico
Babruysk,53.1266,29.1928,Belarus
Cabanatuan City,15.5021,120.9617,Philippines
Polokwane,-23.89,29.45,South Africa
Lhasa,29.645,91.1,China
Tanjore,10.7704,79.15,India
Gabes,33.9004,10.1,Tunisia
Baghlan,36.1393,68.6993,Afghanistan
Thousand Oaks,34.1914,-118.8755, United States
Velikiy Novgorod,58.5,31.33,Russia
Wuhai,39.6647,106.8122,China
Bertoua,4.5804,13.68,Cameroon
Imperatriz,-5.52,-47.49,Brazil
Potsdam,52.4004,13.07,Germany
San Pedro de Macoris,18.4504,-69.3,Dominican Republic
Mallawi,27.7304,30.84,Egypt
Sibolga,1.75,98.8,Indonesia
Orleans,47.9004,1.9,France
Denov,38.2772,67.8872,Uzbekistan
Avondale,33.3858,-112.3236, United States
San Bernardino,34.1417,-117.2945, United States
Gilgit,35.9171,74.3,Pakistan
Rybinsk,58.0503,38.82,Russia
Groningen,53.2204,6.58,Netherlands
Bremerton,47.5436,-122.7121, United States
Roanoke,37.2785,-79.958, United States
Trieste,45.6504,13.8,Italy
Kielce,50.8904,20.66,Poland
Mulhouse,47.7504,7.35,France
Biysk,52.5341,85.18,Russia
Hickory,35.7426,-81.323, United States
Owerri,5.493,7.026,Nigeria
Zamora,19.9804,-102.28,Mexico
Navoiy,40.1104,65.355,Uzbekistan
Split,43.5204,16.47,Croatia
Kalamazoo,42.2749,-85.5882, United States
Oradea,47.05,21.92,Romania
Luts'k,50.7472,25.3334,Ukraine
Portoviejo,-1.06,-80.46,Ecuador
Bergen,60.391,5.3245,Norway
Braila,45.292,27.969,Romania
Tacoma,47.2431,-122.4531, United States
Nanping,26.6304,118.17,China
Machala,-3.26,-79.96,Ecuador
Limbe,4.0304,9.19,Cameroon
Marilia,-22.21,-49.95,Brazil
Fontana,34.0968,-117.4599, United States
Kirikkale,39.8504,33.53,Turkey
Abha,18.2301,42.5001,Saudi Arabia
San-Pedro,4.7704,-6.64,Côte D’Ivoire
Toamasina,-18.1818,49.405,Madagascar
Pali,25.7904,73.3299,India
Thai Binh,20.4503,106.333,Vietnam
Oral,51.2711,51.335,Kazakhstan
Presidente Prudente,-22.12,-51.39,Brazil
Sanming,26.23,117.58,China
Rennes,48.1,-1.67,France
Ijebu-Ode,6.8204,3.92,Nigeria
Tema,5.6404,0.01,Ghana
Santander,43.3805,-3.8,Spain
Green Bay,44.515,-87.9896, United States
Sidi Bel Abbes,35.1903,-0.64,Algeria
Bojnurd,37.47,57.32,Iran
La Romana,18.417,-68.9666,Dominican Republic
Hajjah,15.6917,43.6021,Yemen
Waitakere,-36.8524,174.5543,New Zealand
Lobito,-12.37,13.5412,Angola
College Station,30.5852,-96.296, United States
Pingliang,35.5304,106.6801,China
Moreno Valley,33.9244,-117.2045, United States
Laoag,18.1988,120.5936,Philippines
Bahir Dar,11.6001,37.3833,Ethiopia
Beersheba,31.25,34.83,Israel
Korla,41.73,86.15,China
Salzburg,47.8105,13.04,Austria
Kalemie,-5.9333,29.2,Congo (Kinshasa)
Amarillo,35.1989,-101.831, United States
Portland,43.6773,-70.2715, United States
Northcote,-36.7913,174.7758,New Zealand
Jiutai,44.1447,125.8443,China
Campeche,19.83,-90.5,Mexico
Puqi,29.7204,113.88,China
Sao Carlos,-22.02,-47.89,Brazil
Fargo,46.8653,-96.8292, United States
Funchal,32.65,-16.88,Portugal
Criciuma,-28.68,-49.39,Brazil
Lampang,18.2916,99.4813,Thailand
Santa Barbara,34.4285,-119.7202, United States
Huntington,40.8522,-73.3824, United States
Colon,9.365,-79.875,Panama
Norwich,41.5495,-72.0882, United States
Salalah,17.0255,54.0852,Oman
Sibu,2.303,111.843,Malaysia
Las Tunas,20.9601,-76.9544,Cuba
Lianzhou,24.7815,112.3825,China
Guaratingueta,-22.82,-45.19,Brazil
Pisa,43.7205,10.4,Italy
Agartala,23.8354,91.28,India
Erfurt,50.9701,11.03,Germany
Timon,-5.115,-42.845,Brazil
Edea,3.8005,10.12,Cameroon
Rostock,54.0704,12.15,Germany
Glendale,34.1818,-118.2468, United States
Ongole,15.5604,80.05,India
Djougou,9.7004,1.68,Benin
Khowy,38.5304,44.97,Iran
Mossoro,-5.19,-37.34,Brazil
Barisal,22.7004,90.375,Bangladesh
Biskra,34.86,5.73,Algeria
Angren,41.0304,70.1549,Uzbekistan
Taranto,40.5084,17.23,Italy
Yonkers,40.9466,-73.8674, United States
Pskov,57.83,28.3299,Russia
Al Khums,32.6604,14.26,Libya
Minatitlan,17.9805,-94.53,Mexico
Huntington Beach,33.696,-118.0025, United States
Chiniot,31.72,72.98,Pakistan
Pingzhen,24.9439,121.2161,Taiwan
San Miguel,13.4833,-88.1833,El Salvador
Lashkar Gah,31.583,64.36,Afghanistan
Dasoguz,41.84,59.965,Turkmenistan
Sete Lagoas,-19.4496,-44.25,Brazil
Gedaref,14.04,35.38,Sudan
Cartagena,37.6004,-0.98,Spain
Puri,19.8204,85.9,India
Aurora,41.7637,-88.2901, United States
Dindigul,10.38,78,India
Haldia,22.0257,88.0583,India
Moratuwa,6.7804,79.88,Sri Lanka
Rivera,-30.8996,-55.56,Uruguay
Pokhara,28.264,83.972,Nepal
Zhubei,24.8333,121.0119,Taiwan
Bergamo,45.7004,9.67,Italy
Nema,16.6171,-7.25,Mauritania
Az Zawiyah,32.7604,12.72,Libya
Kasama,-10.1996,31.1799,Zambia
Maimanah,35.9302,64.7701,Afghanistan
Gainesville,29.6804,-82.3458, United States
Bacau,46.5784,26.9196,Romania
Taza,34.2204,-4.02,Morocco
Batu Pahat,1.8504,102.9333,Malaysia
Balakovo,52.03,47.8,Russia
Armavir,45.0004,41.13,Russia
Rosetta,31.4604,30.39,Egypt
Bila Tserkva,49.7743,30.1309,Ukraine
Saskatoon,52.17,-106.67,Canada
Aydin,37.85,27.85,Turkey
Huangyan,28.65,121.25,China
Bulandshahr,28.4104,77.8484,India
Ashino,42.975,144.3747,Japan
Purnea,25.7854,87.48,India
Martapura,-3.4135,114.8365,Indonesia
Gemena,3.26,19.77,Congo (Kinshasa)
Thanh Hoa,19.82,105.8,Vietnam
Mbanza-Ngungu,-5.2496,14.86,Congo (Kinshasa)
Kofu,35.6504,138.5833,Japan
Salamanca,20.5704,-101.2,Mexico
Talca,-35.455,-71.67,Chile
Proddatur,14.7504,78.57,India
El Tigre,8.8903,-64.26,Venezuela
Gurgaon,28.45,77.02,India
Burhanpur,21.3004,76.13,India
Kure,34.251,132.5656,Japan
Cartago,9.87,-83.93,Costa Rica
Porlamar,10.9604,-63.85,Venezuela
Reims,49.2504,4.03,France
Olympia,47.0417,-122.8959, United States
Engel's,51.5004,46.12,Russia
North Port,27.0577,-82.1975, United States
Burgas,42.5146,27.4746,Bulgaria
Ghandinagar,23.3004,72.6399,India
Spring Valley,36.0987,-115.2619, United States
Iskandar,41.5507,69.6807,Uzbekistan
Naka,37.4504,138.86,Japan
Coro,11.42,-69.68,Venezuela
Brikama,13.2804,-16.6599,"Gambia, The"
Severodvinsk,64.57,39.83,Russia
Al Jahra',29.3375,47.6581,Kuwait
Huntington,38.4109,-82.4344, United States
Deltona,28.905,-81.2136, United States
Bongor,10.2859,15.3872,Chad
Sunrise Manor,36.1785,-115.049, United States
Grand Prairie,32.687,-97.0209, United States
Divinopolis,-20.1495,-44.9,Brazil
Salinas,36.6884,-121.6317, United States
Tarakan,3.3,117.633,Indonesia
Machilipatnam,16.2004,81.18,India
Oxford,51.7704,-1.25,United Kingdom
Ciudad Madero,22.3189,-97.8361,Mexico
Bayamo,20.3795,-76.6433,Cuba
Klaipeda,55.7204,21.1199,Lithuania
Dunhua,43.3505,128.22,China
Ziguinchor,12.59,-16.29,Senegal
Waterbury,41.5583,-73.0361, United States
Barrancabermeja,7.09,-73.85,Colombia
Zlatoust,55.175,59.65,Russia
Muar,2.0337,102.5666,Malaysia
Overland Park,38.887,-94.687, United States
Dhamar,14.5575,44.3875,Yemen
Valera,9.32,-70.62,Venezuela
Bhiwani,28.81,76.125,India
Norwich,52.6304,1.3,United Kingdom
Butuan,8.9495,125.5436,Philippines
Caen,49.1838,-0.35,France
Saint-Denis,-20.8789,55.4481,Reunion
Saddiqabad,28.3006,70.1302,Pakistan
La Paz,24.14,-110.32,Mexico
Son Tay,21.1382,105.505,Vietnam
Aberdeen,57.1704,-2.08,United Kingdom
Syzran',53.17,48.48,Russia
Dong Hoi,17.4833,106.6,Vietnam
Mwene-Ditu,-7,23.44,Congo (Kinshasa)
Kabwe,-14.44,28.45,Zambia
Quelimane,-17.88,36.89,Mozambique
Cork,51.8986,-8.4958,Ireland
Parakou,9.34,2.62,Benin
San Fernando del Valle de Catamarca,-28.47,-65.78,Argentina
Nandyal,15.5204,78.48,India
Waco,31.5597,-97.1882, United States
Angers,47.48,-0.53,France
Mostaganem,35.9404,0.09,Algeria
Erie,42.1168,-80.0733, United States
Paarl,-33.6996,18.96,South Africa
Rio Grande,-32.0495,-52.12,Brazil
Szeged,46.2504,20.15,Hungary
Arapiraca,-9.75,-36.67,Brazil
Ternate,0.793,127.363,Indonesia
Petropavlovsk-Kamchatskiy,53.062,158.623,Russia
Kimch'aek-si,40.6723,129.2027,"Korea, North"
Puerto Vallarta,20.6771,-105.245,Mexico
Gibraltar,36.1324,-5.3781,Gibraltar
Cachoeiro de Itapemirim,-20.85,-41.13,Brazil
Pinar del Rio,22.4175,-83.6981,Cuba
Manp'o,41.1454,126.2958,"Korea, North"
Olsztyn,53.8,20.48,Poland
San Cristobal,16.75,-92.6334,Mexico
Cienfuegos,22.1444,-80.4403,Cuba
Shendi,16.6805,33.42,Sudan
Pecs,46.0804,18.22,Hungary
Cedar Rapids,41.9667,-91.6781, United States
Marbella,36.5166,-4.8833,Spain
Madiun,-7.6346,111.515,Indonesia
Ed Damazin,11.7704,34.35,Sudan
Arica,-18.5,-70.29,Chile
Hagerstown,39.6402,-77.7217, United States
Jamaame,0.0722,42.7506,Somalia
Tempe,33.3881,-111.9318, United States
Kutahya,39.42,29.93,Turkey
Yei,4.0904,30.68,South Sudan
Mainz,49.9825,8.2732,Germany
Ruse,43.8537,25.9733,Bulgaria
Tiaret,35.3804,1.32,Algeria
Fianarantsoa,-21.4333,47.0833,Madagascar
Kramators'k,48.7194,37.5344,Ukraine
Kutaisi,42.25,42.73,Georgia
Tarlac City,15.4838,120.5834,Philippines
Dese,11.13,39.63,Ethiopia
Corum,40.52,34.95,Turkey
Gweru,-19.45,29.82,Zimbabwe
Mataro,41.54,2.45,Spain
Spartanburg,34.9437,-81.9256, United States
Manta,-0.98,-80.73,Ecuador
Bhusaval,21.02,75.83,India
Shibin al Kawm,30.592,30.9,Egypt
Clarksville,36.5696,-87.3428, United States
Atyrau,47.1127,51.92,Kazakhstan
Pinrang,-3.7857,119.6522,Indonesia
Kamensk-Ural'skiy,56.4205,61.935,Russia
Chilpancingo,17.55,-99.5,Mexico
Biratnagar,26.4837,87.2833,Nepal
Bahraigh,27.6204,81.6699,India
Barrie,44.3838,-79.7,Canada
Chingola,-12.5396,27.85,Zambia
Tonk,26.1505,75.79,India
Probolinggo,-7.7496,113.15,Indonesia
Sirsa,29.4904,75.03,India
Anda,46.4,125.32,China
Gastonia,35.2494,-81.1853, United States
Hinthada,17.6483,95.4679,Burma
Gangneung,37.7559,128.8962,South Korea
Castellon de la Plana,39.9704,-0.05,Spain
Funtua,11.5204,7.32,Nigeria
El Jadid,33.2604,-8.51,Morocco
Reggio di Calabria,38.115,15.6414,Italy
Zuwarah,32.9344,12.0791,Libya
Lorain,41.4409,-82.184, United States
Sioux Falls,43.5397,-96.7321, United States
Rio Claro,-22.41,-47.56,Brazil
Tangail,24.25,89.92,Bangladesh
Obuase,6.1904,-1.66,Ghana
Fort Lauderdale,26.1412,-80.1464, United States
Zhaodong,46.0804,125.98,China
Balkh,36.7501,66.8997,Afghanistan
Potosi,-19.5696,-65.75,Bolivia
Phan Rang-Thap Cham,11.567,108.9833,Vietnam
Varamin,35.3166,51.6466,Iran
Passo Fundo,-28.25,-52.42,Brazil
Almeria,36.8303,-2.43,Spain
Newport News,37.1051,-76.5185, United States
Vizianagaram,18.1204,83.5,India
Sittwe,20.14,92.88,Burma
Klerksdorp,-26.88,26.62,South Africa
Si Racha,13.159,100.9287,Thailand
Mary,37.6,61.8333,Turkmenistan
Al `Arish,31.1249,33.8006,Egypt
Boma,-5.83,13.05,Congo (Kinshasa)
Sangolqui,-0.31,-78.46,Ecuador
Heroica Nogales,31.305,-110.945,Mexico
High Point,35.9905,-79.9937, United States
Teziutlan,19.8204,-97.36,Mexico
Korhogo,9.46,-5.64,Côte D’Ivoire
Termiz,37.2329,67.2729,Uzbekistan
Ar Raqqah,35.9304,39.02,Syria
Santa Cruz,36.9789,-122.0346, United States
El Oued,33.3704,6.86,Algeria
Rancho Cucamonga,34.1248,-117.5666, United States
Treviso,45.67,12.24,Italy
Frisco,33.1554,-96.8217, United States
Danbury,41.4016,-73.471, United States
Vellore,12.9204,79.15,India
Kadugli,11.01,29.7,Sudan
Hemet,33.7341,-116.9969, United States
Nyiregyhaza,47.9653,21.7187,Hungary
Alleppey,9.5004,76.37,India
Malayer,34.32,48.85,Iran
Letpandan,17.7819,95.7415,Burma
Yuzhno-Sakhalinsk,46.965,142.74,Russia
Ouargla,31.97,5.34,Algeria
Oceanside,33.2247,-117.3083, United States
Regina,50.45,-104.617,Canada
Salatiga,-7.3095,110.4901,Indonesia
Turku,60.4539,22.255,Finland
Ontario,34.0393,-117.6064, United States
Vancouver,45.6367,-122.597, United States
Saveh,35.0218,50.3314,Iran
Modena,44.65,10.92,Italy
Les Cayes,18.2004,-73.75,Haiti
Baicheng,23.8997,106.6133,China
Entebbe,0.0604,32.46,Uganda
Yangmei,24.9167,121.15,Taiwan
Taitung,22.7554,121.14,Taiwan
Sirjan,29.47,55.73,Iran
Harar,9.32,42.15,Ethiopia
As Samawah,31.3099,45.2803,Iraq
Obiraki,40.57,140.47,Japan
Takaoka,42.6504,141.55,Japan
Puerto Montt,-41.47,-72.93,Chile
George,-33.95,22.45,South Africa
Bo,7.97,-11.74,Sierra Leone
Garden Grove,33.7787,-117.9601, United States
Puerto Cabello,10.4704,-68.17,Venezuela
Sidon,33.563,35.3688,Lebanon
Beppucho,42.9304,143.17,Japan
Nampa,43.5843,-116.5628, United States
Bida,9.0804,6.01,Nigeria
Vallejo,38.1133,-122.2359, United States
Shimla,31.1,77.1666,India
Stavanger,58.97,5.68,Norway
Esmeraldas,0.9304,-79.67,Ecuador
Bata,1.87,9.77,Equatorial Guinea
Ulm,48.4004,10,Germany
Ha Long,20.9604,107.1,Vietnam
Lishui,28.4504,119.9,China
Riobamba,-1.67,-78.65,Ecuador
Banyuwangi,-8.195,114.3696,Indonesia
Isparta,37.77,30.53,Turkey
Weinan,34.5004,109.5001,China
Bade,24.9575,121.2989,Taiwan
Nova Friburgo,-22.26,-42.54,Brazil
Elk Grove,38.416,-121.384, United States
Tebessa,35.4104,8.12,Algeria
Kragujevac,44.02,20.92,Serbia
Pitesti,44.8563,24.8758,Romania
Rijeka,45.33,14.45,Croatia
Djelfa,34.68,3.25,Algeria
Pembroke Pines,26.0128,-80.3382, United States
Temirtau,50.065,72.965,Kazakhstan
Uvira,-3.37,29.14,Congo (Kinshasa)
Bayamon,18.3793,-66.1635,Puerto Rico
Burgos,42.3504,-3.68,Spain
Takaoka,36.67,137,Japan
Aracatuba,-21.21,-50.45,Brazil
Fuyang,32.9004,115.82,China
Cacak,43.8897,20.3301,Serbia
Dijon,47.3304,5.03,France
Kluang,2.0383,103.3179,Malaysia
Nimes,43.8304,4.35,France
Al Marj,32.5005,20.83,Libya
Barra Mansa,-22.56,-44.17,Brazil
Jayapura,-2.533,140.7,Indonesia
Sarh,9.15,18.39,Chad
Medinipur,22.3304,87.15,India
Arad,46.17,21.32,Romania
Bandar-e Bushehr,28.92,50.83,Iran
Sonsonate,13.72,-89.73,El Salvador
Baranavichy,53.1368,26.0134,Belarus
Madent Atbara,17.71,33.98,Sudan
Wurzburg,49.8004,9.95,Germany
Hindupur,13.7804,77.49,India
Medford,42.3372,-122.8537, United States
Peoria,33.7844,-112.299, United States
N'Zerekore,7.76,-8.83,Guinea
Baramula,34.2004,74.35,India
Jamalpur,24.9004,89.95,Bangladesh
Chirchiq,41.455,69.56,Uzbekistan
Corona,33.862,-117.5641, United States
Berezniki,59.42,56.76,Russia
Volgodonsk,47.51,42.1599,Russia
Ormoc,11.0643,124.6075,Philippines
Miass,54.9954,60.0949,Russia
Oldenburg,53.13,8.22,Germany
Abakan,53.7037,91.445,Russia
Murfreesboro,35.8493,-86.4117, United States
Banha,30.4667,31.1833,Egypt
Novocherkassk,47.42,40.08,Russia
Gonaives,19.4504,-72.6832,Haiti
Marysville,48.081,-122.1558, United States
Fatehpur,25.8804,80.8,India
Dibrugarh,27.4833,94.9,India
Ayacucho,-13.175,-74.22,Peru
Maraba,-5.35,-49.116,Brazil
Ocumare del Tuy,10.12,-66.78,Venezuela
San Fernando,10.2805,-61.4594,Trinidad And Tobago
Parma,44.8104,10.32,Italy
Rustenburg,-25.65,27.24,South Africa
Cary,35.7817,-78.8175, United States
Noril'sk,69.34,88.225,Russia
Carpina,-7.84,-35.26,Brazil
Tulua,4.0904,-76.21,Colombia
Livingstone,-17.86,25.86,Zambia
Ha Tinh,18.3338,105.9,Vietnam
Kendari,-3.9553,122.5973,Indonesia
Kimberley,-28.7468,24.77,South Africa
Elbasan,41.1215,20.0838,Albania
Nantou,23.9167,120.6833,Taiwan
Fredericksburg,38.2992,-77.4872, United States
Serang,-6.11,106.1496,Indonesia
Ocala,29.178,-82.1511, United States
Lajes,-27.8096,-50.31,Brazil
Leon,12.4356,-86.8794,Nicaragua
Sitalpur,27.63,80.75,India
Zenica,44.22,17.92,Bosnia And Herzegovina
Regensburg,49.0204,12.12,Germany
Kigoma,-4.8796,29.61,Tanzania
Plzen,49.7404,13.36,Czech Republic
Phitsanulok,16.8283,100.2729,Thailand
Myingyan,21.4618,95.3914,Burma
Dagupan City,16.0479,120.3408,Philippines
Patra,38.23,21.73,Greece
Ingolstadt,48.7704,11.45,Germany
La Vega,19.2166,-70.5166,Dominican Republic
Mostar,43.3505,17.82,Bosnia And Herzegovina
Navsari,20.8504,72.92,India
El Geneina,13.45,22.44,Sudan
Tartus,34.8846,35.8866,Syria
Simao,22.7807,100.9782,China
La Rioja,-29.41,-66.85,Argentina
Lecce,40.3604,18.15,Italy
Mahabad,36.7704,45.72,Iran
Salamanca,40.9704,-5.67,Spain
Dourados,-22.23,-54.81,Brazil
Ash Shatrah,31.4175,46.1772,Iraq
Settat,33.0104,-7.62,Morocco
Budaun,28.03,79.09,India
Tunja,5.5504,-73.37,Colombia
Coquimbo,-29.9529,-71.3436,Chile
Rubtsovsk,51.52,81.21,Russia
Bhisho,-32.87,27.39,South Africa
Geelong,-38.1675,144.3956,Australia
Ra's al Khaymah,25.7915,55.9428,United Arab Emirates
Sullana,-4.8896,-80.68,Peru
Malakal,9.5369,31.656,South Sudan
Manchester,42.9848,-71.4447, United States
Bumba,2.19,22.46,Congo (Kinshasa)
Hayward,37.6328,-122.0772, United States
Xiaoganzhan,30.9204,113.9,China
Chapeco,-27.1,-52.64,Brazil
Muskegon,43.2281,-86.2562, United States
Taunggyi,20.782,97.038,Burma
Ciudad Lazaro Cardenas,17.9587,-102.2,Mexico
Alexandria,38.8185,-77.0861, United States
Gonbad-e Kavus,37.2518,55.1715,Iran
Salavat,53.3703,55.93,Russia
Valdivia,-39.795,-73.245,Chile
Pagadian,7.853,123.507,Philippines
Nakhodka,42.8374,132.8874,Russia
Nakhodka,67.7504,77.52,Russia
Springfield,39.771,-89.6537, United States
Lafayette,40.399,-86.8593, United States
Tarija,-21.5167,-64.75,Bolivia
Zarzis,33.5104,11.1,Tunisia
Punta del Este,-34.97,-54.95,Uruguay
York,53.9704,-1.08,United Kingdom
Cuddalore,11.7204,79.77,India
Rio Largo,-9.48,-35.84,Brazil
Samarra',34.194,43.875,Iraq
Maykop,44.61,40.12,Russia
Abeche,13.84,20.83,Chad
Barreiras,-12.14,-45,Brazil
Odense,55.4004,10.3833,Denmark
Huanuco,-9.92,-76.24,Peru
Haripur,31.52,75.98,India
Albacete,39.0003,-1.87,Spain
Melitopol',46.8378,35.3775,Ukraine
Sobral,-3.69,-40.35,Brazil
Port Arthur,29.8554,-93.9264, United States
Sudbury,46.5,-80.9666,Canada
Surat Thani,9.1501,99.3401,Thailand
Palmdale,34.5944,-118.1057, United States
Al Ghardaqah,27.23,33.83,Egypt
Isiro,2.76,27.62,Congo (Kinshasa)
Puerto Princesa,9.7543,118.7444,Philippines
Kashmar,35.1814,58.4515,Iran
Ussuriysk,43.8,132.02,Russia
Rust'avi,41.5704,45.05,Georgia
Tiraspol,46.8531,29.64,Moldova
Afyonkarahisar,38.7504,30.55,Turkey
Zonguldak,41.4304,31.78,Turkey
Matsue,35.467,133.0666,Japan
Champaign,40.1144,-88.2735, United States
Moundou,8.55,16.09,Chad
Dali,25.7,100.18,China
Koforidua,6.0904,-0.26,Ghana
Istaravshan,39.9219,69.0015,Tajikistan
Livorno,43.5511,10.3023,Italy
Gainesville,34.2902,-83.8303, United States
Gonder,12.61,37.46,Ethiopia
Ciudad del Carmen,18.6537,-91.8245,Mexico
Yulinshi,38.2833,109.7333,China
Enterprise,36.0163,-115.2207, United States
Shkoder,42.0685,19.5188,Albania
Muroran,42.35,140.98,Japan
Sibiu,45.7971,24.1371,Romania
Batumi,41.6,41.63,Georgia
Horad Barysaw,54.226,28.4922,Belarus
Kyongju,35.8428,129.2117,South Korea
Innsbruck,47.2804,11.41,Austria
Foggia,41.4605,15.56,Italy
Ordu,41.0004,37.8699,Turkey
Conjeeveram,12.8337,79.7167,India
Frederick,39.4336,-77.4157, United States
Lakewood,39.6977,-105.1168, United States
Sariwon,38.507,125.762,"Korea, North"
Beian,48.239,126.482,China
Battambang,13.1,103.2,Cambodia
Guangshui,31.6204,114,China
Middelburg,-25.7596,29.47,South Africa
Mahajanga,-15.67,46.345,Madagascar
La Serena,-29.9,-71.25,Chile
Chetumal,18.5,-88.3,Mexico
Gandajika,-6.7396,23.96,Congo (Kinshasa)
Pathum Thani,14.0171,100.5333,Thailand
Cairns,-16.8878,145.7633,Australia
Kovrov,56.3604,41.33,Russia
Tuscaloosa,33.2348,-87.5266, United States
Osorno,-40.57,-73.16,Chile
Tottori,35.5004,134.2333,Japan
San Cristobal,18.416,-70.109,Dominican Republic
Limassol,34.6754,33.0333,Cyprus
Moanda,-5.9229,12.355,Congo (Kinshasa)
Rio Cuarto,-33.13,-64.35,Argentina
Masjed Soleyman,31.98,49.2999,Iran
Sunnyvale,37.3836,-122.0257, United States
Lake Charles,30.2022,-93.2141, United States
Hollywood,26.0294,-80.1679, United States
Mufulira,-12.55,28.26,Zambia
Pasadena,29.6584,-95.1499, United States
Chincha Alta,-13.4196,-76.14,Peru
Fyzabad,26.7504,82.17,India
Pomona,34.0585,-117.7626, United States
Kansas City,39.1234,-94.7443, United States
Dingzhou,38.5004,115,China
Rondonopolis,-16.4695,-54.64,Brazil
Golmeh,33.6304,46.43,Iran
Usak,38.6804,29.42,Turkey
Nusaybin,37.075,41.2184,Turkey
Macon,32.8065,-83.6974, United States
San Francisco de Macoris,19.3,-70.25,Dominican Republic
Zabid,14.1951,43.3155,Yemen
Silchar,24.7904,92.79,India
Kaihua,23.3724,104.2497,China
Novokuybyshevsk,53.12,49.9199,Russia
Mudon,16.2618,97.7215,Burma
Limoges,45.83,1.25,France
Deyang,31.1333,104.4,China
Samalut,28.3004,30.71,Egypt
Luanshya,-13.1333,28.4,Zambia
Escondido,33.1347,-117.0723, United States
Al Manaqil,14.2504,32.98,Sudan
Abbotsford,49.0504,-122.3,Canada
Guanare,9.05,-69.75,Venezuela
Bintulu,3.1664,113.036,Malaysia
Dundee,56.4704,-3,United Kingdom
Nazareth,32.704,35.2955,Israel
Maragheh,37.4204,46.22,Iran
Balti,47.7591,27.9053,Moldova
As Suwayhirah as Sahil,24.362,56.7344,Oman
Benguela,-12.5783,13.4072,Angola
Guarapuava,-25.38,-51.48,Brazil
Uzhhorod,48.63,22.25,Ukraine
Binghamton,42.1014,-75.9093, United States
Kitale,1.0305,34.9899,Kenya
Chillan,-36.6,-72.106,Chile
Urganch,41.56,60.64,Uzbekistan
Vryheid,-27.76,30.79,South Africa
